fd,seed,unit,n_unit,t_knee_idx,t_knee_norm,t_cp_idx,t_cp_norm,cusum_triggered
FD002,3,3,177,51.0,0.288135593220339,48,0.2711864406779661,True
FD002,3,67,116,,,12,0.10344827586206896,True
FD002,3,151,148,22.0,0.14864864864864866,70,0.47297297297297297,True
FD002,3,219,127,1.0,0.007874015748031496,106,0.8346456692913385,True
FD002,3,82,171,45.0,0.2631578947368421,33,0.19298245614035087,True
FD002,3,27,147,21.0,0.14285714285714285,40,0.272108843537415,True
FD002,3,143,137,11.0,0.08029197080291971,12,0.08759124087591241,True
FD002,3,168,188,62.0,0.32978723404255317,23,0.12234042553191489,True
FD002,3,94,277,151.0,0.5451263537906137,31,0.11191335740072202,True
FD002,3,173,122,,,13,0.10655737704918032,True
FD002,3,149,260,134.0,0.5153846153846153,27,0.10384615384615385,True
FD002,3,225,127,1.0,0.007874015748031496,37,0.29133858267716534,True
FD002,3,167,203,77.0,0.3793103448275862,21,0.10344827586206896,True
FD002,3,120,100,,,36,0.36,True
FD002,3,150,193,67.0,0.3471502590673575,70,0.3626943005181347,True
FD002,3,139,165,39.0,0.23636363636363636,11,0.06666666666666667,True
FD002,3,170,150,24.0,0.16,19,0.12666666666666668,True
FD002,3,259,176,50.0,0.2840909090909091,13,0.07386363636363637,True
FD002,3,108,127,1.0,0.007874015748031496,126,0.9921259842519685,False
FD002,3,203,240,114.0,0.475,24,0.1,True
FD002,3,148,250,124.0,0.496,39,0.156,True
FD002,3,254,231,105.0,0.45454545454545453,17,0.0735930735930736,True
FD002,3,22,163,37.0,0.22699386503067484,62,0.3803680981595092,True
FD002,3,257,280,154.0,0.55,52,0.18571428571428572,True
FD002,3,132,154,28.0,0.18181818181818182,62,0.4025974025974026,True
FD002,3,250,155,29.0,0.1870967741935484,40,0.25806451612903225,True
FD002,3,153,263,137.0,0.5209125475285171,48,0.18250950570342206,True
FD002,4,259,176,50.0,0.2840909090909091,13,0.07386363636363637,True
FD002,4,195,161,35.0,0.21739130434782608,37,0.22981366459627328,True
FD002,4,57,111,,,17,0.15315315315315314,True
FD002,4,231,115,,,14,0.12173913043478261,True
FD002,4,167,203,77.0,0.3793103448275862,20,0.09852216748768473,True
FD002,4,202,168,42.0,0.25,167,0.9940476190476191,False
FD002,4,150,193,67.0,0.3471502590673575,192,0.9948186528497409,True
FD002,4,22,163,37.0,0.22699386503067484,12,0.0736196319018405,True
FD002,4,248,205,79.0,0.3853658536585366,17,0.08292682926829269,True
FD002,4,1,120,,,14,0.11666666666666667,True
FD002,4,132,154,28.0,0.18181818181818182,82,0.5324675324675324,True
FD002,4,53,119,,,15,0.12605042016806722,True
FD002,4,235,154,28.0,0.18181818181818182,23,0.14935064935064934,True
FD002,4,127,227,101.0,0.44493392070484583,59,0.2599118942731278,True
FD002,4,39,185,59.0,0.31891891891891894,59,0.31891891891891894,True
FD002,4,45,122,,,19,0.1557377049180328,True
FD002,4,179,152,26.0,0.17105263157894737,29,0.19078947368421054,True
FD002,4,165,136,10.0,0.07352941176470588,51,0.375,True
FD002,4,105,274,148.0,0.5401459854014599,13,0.04744525547445255,True
FD002,4,58,133,7.0,0.05263157894736842,31,0.23308270676691728,True
FD002,4,184,142,16.0,0.11267605633802817,141,0.9929577464788732,False
FD002,4,56,134,8.0,0.05970149253731343,133,0.9925373134328358,False
FD002,4,95,169,43.0,0.25443786982248523,72,0.4260355029585799,True
FD002,4,110,192,66.0,0.34375,32,0.16666666666666666,True
FD002,4,104,199,73.0,0.36683417085427134,14,0.07035175879396985,True
FD002,4,59,165,39.0,0.23636363636363636,15,0.09090909090909091,True
FD002,4,138,171,45.0,0.2631578947368421,11,0.06432748538011696,True
FD002,4,51,264,138.0,0.5227272727272727,18,0.06818181818181818,True
FD002,4,201,162,36.0,0.2222222222222222,60,0.37037037037037035,True
FD002,4,88,336,210.0,0.625,16,0.047619047619047616,True
FD002,4,198,176,50.0,0.2840909090909091,175,0.9943181818181818,False
FD002,4,175,173,47.0,0.27167630057803466,79,0.45664739884393063,True
FD002,4,123,197,71.0,0.3604060913705584,29,0.14720812182741116,True
FD003,0,13,156,30,0.19230769230769232,21,0.1346153846153846,True
FD003,0,89,178,52,0.29213483146067415,52,0.29213483146067415,True
FD003,0,71,380,254,0.6684210526315789,137,0.3605263157894737,True
FD003,0,88,293,167,0.5699658703071673,160,0.5460750853242321,True
FD003,0,37,295,169,0.5728813559322034,17,0.0576271186440678,True
FD003,0,22,163,37,0.22699386503067484,27,0.1656441717791411,True
FD003,0,84,197,71,0.3604060913705584,26,0.1319796954314721,True
FD003,0,10,452,326,0.7212389380530974,144,0.3185840707964602,True
FD003,0,97,246,120,0.4878048780487805,37,0.15040650406504066,True
FD003,0,68,172,46,0.26744186046511625,30,0.1744186046511628,True
FD003,0,65,205,79,0.3853658536585366,66,0.32195121951219513,True
FD003,0,48,145,19,0.1310344827586207,49,0.33793103448275863,True
FD003,0,45,176,50,0.2840909090909091,42,0.23863636363636365,True
FD003,1,7,395,269.0,0.6810126582278481,29,0.07341772151898734,True
FD003,1,72,203,77.0,0.3793103448275862,19,0.09359605911330049,True
FD003,1,77,226,100.0,0.4424778761061947,38,0.168141592920354,True
FD003,1,2,224,98.0,0.4375,32,0.14285714285714285,True
FD003,1,17,283,157.0,0.5547703180212014,51,0.18021201413427562,True
FD003,1,65,205,79.0,0.3853658536585366,35,0.17073170731707318,True
FD003,1,80,118,,,11,0.09322033898305085,True
FD003,1,6,249,123.0,0.4939759036144578,15,0.060240963855421686,True
FD003,1,76,124,,,20,0.16129032258064516,True
FD003,1,10,452,326.0,0.7212389380530974,145,0.32079646017699115,True
FD003,1,73,186,60.0,0.3225806451612903,63,0.3387096774193548,True
FD003,1,13,156,30.0,0.19230769230769232,21,0.1346153846153846,True
FD003,1,38,172,46.0,0.26744186046511625,17,0.09883720930232558,True
FD003,2,48,145,19.0,0.1310344827586207,48,0.3310344827586207,True
FD003,2,86,312,186.0,0.5961538461538461,28,0.08974358974358974,True
FD003,2,94,363,237.0,0.6528925619834711,12,0.03305785123966942,True
FD003,2,50,132,6.0,0.045454545454545456,17,0.12878787878787878,True
FD003,2,35,202,76.0,0.37623762376237624,54,0.26732673267326734,True
FD003,2,8,238,112.0,0.47058823529411764,11,0.046218487394957986,True
FD003,2,76,124,,,20,0.16129032258064516,True
FD003,2,83,152,26.0,0.17105263157894737,25,0.16447368421052633,True
FD003,2,44,151,25.0,0.16556291390728478,19,0.12582781456953643,True
FD003,2,23,167,41.0,0.24550898203592814,52,0.31137724550898205,True
FD003,2,73,186,60.0,0.3225806451612903,68,0.3655913978494624,True
FD003,2,16,315,189.0,0.6,16,0.050793650793650794,True
FD003,2,41,266,140.0,0.5263157894736842,15,0.05639097744360902,True
FD003,3,21,191,65,0.3403141361256545,13,0.06806282722513089,True
FD003,3,39,259,133,0.5135135135135135,12,0.04633204633204633,True
FD003,3,95,137,11,0.08029197080291971,136,0.9927007299270073,False
FD003,3,11,168,42,0.25,45,0.26785714285714285,True
FD003,3,42,164,38,0.23170731707317074,27,0.16463414634146342,True
FD003,3,75,230,104,0.45217391304347826,90,0.391304347826087,True
FD003,3,20,309,183,0.5922330097087378,34,0.11003236245954692,True
FD003,3,22,163,37,0.22699386503067484,26,0.15950920245398773,True
FD003,3,1,230,104,0.45217391304347826,11,0.04782608695652174,True
FD003,3,73,186,60,0.3225806451612903,63,0.3387096774193548,True
FD003,3,57,186,60,0.3225806451612903,15,0.08064516129032258,True
FD003,3,4,243,117,0.48148148148148145,19,0.07818930041152264,True
FD003,3,25,164,38,0.23170731707317074,20,0.12195121951219512,True
FD003,4,37,295,169.0,0.5728813559322034,96,0.3254237288135593,True
FD003,4,58,149,23.0,0.15436241610738255,70,0.4697986577181208,True
FD003,4,91,127,1.0,0.007874015748031496,15,0.11811023622047244,True
FD003,4,99,116,,,22,0.1896551724137931,True
FD003,4,59,270,144.0,0.5333333333333333,32,0.11851851851851852,True
FD003,4,10,452,326.0,0.7212389380530974,144,0.3185840707964602,True
FD003,4,51,161,35.0,0.21739130434782608,20,0.12422360248447205,True
FD003,4,73,186,60.0,0.3225806451612903,63,0.3387096774193548,True
FD003,4,88,293,167.0,0.5699658703071673,64,0.21843003412969283,True
FD003,4,2,224,98.0,0.4375,28,0.125,True
FD003,4,70,143,17.0,0.11888111888111888,11,0.07692307692307693,True
FD003,4,56,166,40.0,0.24096385542168675,23,0.13855421686746988,True
FD003,4,47,240,114.0,0.475,13,0.05416666666666667,True
FD004,0,209,132,6.0,0.045454545454545456,27,0.20454545454545456,True
FD004,0,116,315,189.0,0.6,76,0.24126984126984127,True
FD004,0,149,232,106.0,0.45689655172413796,70,0.3017241379310345,True
FD004,0,242,193,67.0,0.3471502590673575,22,0.11398963730569948,True
FD004,0,73,152,26.0,0.17105263157894737,49,0.3223684210526316,True
FD004,0,78,221,95.0,0.4298642533936652,19,0.08597285067873303,True
FD004,0,26,268,142.0,0.5298507462686567,12,0.04477611940298507,True
FD004,0,166,240,114.0,0.475,239,0.9958333333333333,False
FD004,0,82,168,42.0,0.25,12,0.07142857142857142,True
FD004,0,235,170,44.0,0.25882352941176473,17,0.1,True
FD004,0,175,127,1.0,0.007874015748031496,39,0.30708661417322836,True
FD004,0,238,158,32.0,0.20253164556962025,42,0.26582278481012656,True
FD004,0,40,177,51.0,0.288135593220339,39,0.22033898305084745,True
FD004,0,231,165,39.0,0.23636363636363636,56,0.3393939393939394,True
FD004,0,194,116,,,11,0.09482758620689655,True
FD004,0,59,148,22.0,0.14864864864864866,17,0.11486486486486487,True
FD004,0,141,170,44.0,0.25882352941176473,169,0.9941176470588236,False
FD004,0,89,139,13.0,0.09352517985611511,52,0.37410071942446044,True
FD004,0,217,171,45.0,0.2631578947368421,12,0.07017543859649122,True
FD004,0,71,283,157.0,0.5547703180212014,49,0.17314487632508835,True
FD004,0,88,359,233.0,0.649025069637883,17,0.04735376044568245,True
FD004,0,37,359,233.0,0.649025069637883,23,0.06406685236768803,True
FD004,0,22,182,56.0,0.3076923076923077,12,0.06593406593406594,True
FD004,0,212,200,74.0,0.37,16,0.08,True
FD004,0,10,325,199.0,0.6123076923076923,12,0.036923076923076927,True
FD004,0,104,174,48.0,0.27586206896551724,29,0.16666666666666666,True
FD004,0,196,145,19.0,0.1310344827586207,18,0.12413793103448276,True
FD004,0,68,134,8.0,0.05970149253731343,12,0.08955223880597014,True
FD004,0,193,168,42.0,0.25,12,0.07142857142857142,True
FD004,0,118,514,388.0,0.754863813229572,13,0.02529182879377432,True
FD004,0,48,293,167.0,0.5699658703071673,178,0.6075085324232082,True
FD004,0,173,428,302.0,0.705607476635514,31,0.07242990654205607,True
FD004,1,245,176,50.0,0.2840909090909091,14,0.07954545454545454,True
FD004,1,142,180,54.0,0.3,72,0.4,True
FD004,1,87,230,104.0,0.45217391304347826,18,0.0782608695652174,True
FD004,1,97,233,107.0,0.4592274678111588,13,0.055793991416309016,True
FD004,1,223,218,92.0,0.42201834862385323,19,0.0871559633027523,True
FD004,1,216,215,89.0,0.413953488372093,42,0.19534883720930232,True
FD004,1,69,197,71.0,0.3604060913705584,23,0.116751269035533,True
FD004,1,51,256,130.0,0.5078125,66,0.2578125,True
FD004,1,143,155,29.0,0.1870967741935484,20,0.12903225806451613,True
FD004,1,158,370,244.0,0.6594594594594595,11,0.02972972972972973,True
FD004,1,157,269,143.0,0.5315985130111525,20,0.07434944237918216,True
FD004,1,140,269,143.0,0.5315985130111525,13,0.048327137546468404,True
FD004,1,213,168,42.0,0.25,26,0.15476190476190477,True
FD004,1,147,205,79.0,0.3853658536585366,43,0.2097560975609756,True
FD004,1,102,165,39.0,0.23636363636363636,24,0.14545454545454545,True
FD004,1,21,198,72.0,0.36363636363636365,101,0.51010101010101,True
FD004,1,179,406,280.0,0.6896551724137931,35,0.08620689655172414,True
FD004,1,26,268,142.0,0.5298507462686567,20,0.07462686567164178,True
FD004,1,135,120,,,15,0.125,True
FD004,1,72,279,153.0,0.5483870967741935,52,0.1863799283154122,True
FD004,1,205,213,87.0,0.4084507042253521,54,0.2535211267605634,True
FD004,1,130,137,11.0,0.08029197080291971,27,0.19708029197080293,True
FD004,1,145,199,73.0,0.36683417085427134,15,0.07537688442211055,True
FD004,1,193,168,42.0,0.25,12,0.07142857142857142,True
FD004,1,80,276,150.0,0.5434782608695652,13,0.04710144927536232,True
FD004,1,134,218,92.0,0.42201834862385323,11,0.05045871559633028,True
FD004,1,204,182,56.0,0.3076923076923077,100,0.5494505494505495,True
FD004,1,138,149,23.0,0.15436241610738255,13,0.087248322147651,True
FD004,1,73,152,26.0,0.17105263157894737,15,0.09868421052631579,True
FD004,1,141,170,44.0,0.25882352941176473,13,0.07647058823529412,True
FD004,1,236,196,70.0,0.35714285714285715,15,0.07653061224489796,True
FD004,1,38,148,22.0,0.14864864864864866,12,0.08108108108108109,True
FD004,2,39,173,47.0,0.27167630057803466,30,0.17341040462427745,True
FD004,2,104,174,48.0,0.27586206896551724,36,0.20689655172413793,True
FD004,2,52,328,202.0,0.6158536585365854,42,0.12804878048780488,True
FD004,2,108,275,149.0,0.5418181818181819,12,0.04363636363636364,True
FD004,2,171,370,244.0,0.6594594594594595,12,0.032432432432432434,True
FD004,2,5,164,38.0,0.23170731707317074,31,0.18902439024390244,True
FD004,2,103,195,69.0,0.35384615384615387,13,0.06666666666666667,True
FD004,2,196,145,19.0,0.1310344827586207,16,0.1103448275862069,True
FD004,2,168,167,41.0,0.24550898203592814,73,0.437125748502994,True
FD004,2,38,148,22.0,0.14864864864864866,11,0.07432432432432433,True
FD004,2,117,313,187.0,0.597444089456869,14,0.04472843450479233,True
FD004,2,125,210,84.0,0.4,18,0.08571428571428572,True
FD004,2,149,232,106.0,0.45689655172413796,69,0.2974137931034483,True
FD004,2,219,161,35.0,0.21739130434782608,30,0.18633540372670807,True
FD004,2,32,190,64.0,0.3368421052631579,43,0.22631578947368422,True
FD004,2,64,155,29.0,0.1870967741935484,14,0.09032258064516129,True
FD004,2,48,293,167.0,0.5699658703071673,99,0.3378839590443686,True
FD004,2,214,99,,,13,0.13131313131313133,True
FD004,2,242,193,67.0,0.3471502590673575,16,0.08290155440414508,True
FD004,2,96,241,115.0,0.47717842323651455,15,0.06224066390041494,True
FD004,2,178,141,15.0,0.10638297872340426,13,0.09219858156028368,True
FD004,2,163,256,130.0,0.5078125,118,0.4609375,True
FD004,2,8,201,75.0,0.373134328358209,23,0.11442786069651742,True
FD004,2,105,141,15.0,0.10638297872340426,23,0.16312056737588654,True
FD004,2,76,123,,,41,0.3333333333333333,True
FD004,2,211,117,,,74,0.6324786324786325,True
FD004,2,44,174,48.0,0.27586206896551724,34,0.19540229885057472,True
FD004,2,23,251,125.0,0.49800796812749004,26,0.10358565737051793,True
FD004,2,73,152,26.0,0.17105263157894737,17,0.1118421052631579,True
FD004,2,238,158,32.0,0.20253164556962025,43,0.2721518987341772,True
FD004,2,16,155,29.0,0.1870967741935484,35,0.22580645161290322,True
FD004,2,169,198,72.0,0.36363636363636365,80,0.40404040404040403,True
FD004,3,91,325,199.0,0.6123076923076923,71,0.21846153846153846,True
FD004,3,180,315,189.0,0.6,14,0.044444444444444446,True
FD004,3,130,137,11.0,0.08029197080291971,21,0.15328467153284672,True
FD004,3,61,215,89.0,0.413953488372093,34,0.15813953488372093,True
FD004,3,192,161,35.0,0.21739130434782608,16,0.09937888198757763,True
FD004,3,3,278,152.0,0.5467625899280576,78,0.2805755395683453,True
FD004,3,67,138,12.0,0.08695652173913043,30,0.21739130434782608,True
FD004,3,151,322,196.0,0.6086956521739131,25,0.07763975155279502,True
FD004,3,219,161,35.0,0.21739130434782608,18,0.11180124223602485,True
FD004,3,82,168,42.0,0.25,49,0.2916666666666667,True
FD004,3,27,134,8.0,0.05970149253731343,133,0.9925373134328358,False
FD004,3,143,155,29.0,0.1870967741935484,21,0.13548387096774195,True
FD004,3,168,167,41.0,0.24550898203592814,49,0.2934131736526946,True
FD004,3,94,220,94.0,0.42727272727272725,37,0.16818181818181818,True
FD004,3,173,428,302.0,0.705607476635514,184,0.42990654205607476,True
FD004,3,149,232,106.0,0.45689655172413796,116,0.5,True
FD004,3,225,389,263.0,0.6760925449871465,237,0.609254498714653,True
